calls_ivr_id,gen_billing_account_id
1670776126.2964,639055123
1670776130.30653,580310241
1670776151.267813,587867077
1670776329.3346131,639977485
1670776451.3346159,639251809
1670776875.2964139,588253988
1670776931.296416,582434706
1670776994.334625,586547787
1670777060.2678289,640054940
1670777065.26783,582014293
1670777120.2678311,584250716
1670777166.267832,640399249
1670777277.2964211,630422296
1670777277.2964211,639503018
1670777315.296422,635870494
1670777403.2964251,640399249
1670777470.2964261,640054940
1670777902.2964339,630423738
1670778060.296438,640304301
1670778093.29644,638890462
1670778145.30657,639570183
1670778556.3065829,637189259
1670778665.3065839,630783874
1670778813.296458,633180093
1670779131.334686,637144627
1670779133.3346879,636080704
1670779494.2964849,630929404
1670779554.306608,630736043
1670779716.3066089,636325214
1670779796.3347039,587997648
1670779802.3347061,630736043
1670780176.267906,640185791
1670780218.306617,638674484
1670780457.296505,639446374
1670780469.334723,639724085
1670780664.3066239,640323607
1670780685.3066249,631065568
1670780789.2679191,637466928
1670780816.2965169,584023300
1670780841.26792,640185791
1670780843.3347349,630736043
1670780942.296519,581466928
1670781001.3347371,637948563
1670781058.2965219,633081155
1670781116.267925,638825908
1670781428.2679319,634405709
1670781598.29653,588088949
1670781676.3066461,634928399
1670781817.2965381,591643577
1670781908.3347549,638226568
1670781984.3066549,638536283
1670781999.3066559,633366174
1670782105.306658,639724085
1670782396.2965529,580540156
1670782477.2679551,580540156
1670782563.306674,639274678
1670783197.30669,582099350
1670783327.3347909,639679229
1670783609.267982,639793280
1670783656.267983,640011687
1670783863.334801,637094444
1670783879.26799,632889089
1670783896.2679911,635187525
1670783989.267993,634364136
1670784033.2679951,638888397
1670784097.267998,638540028
1670784379.334811,639881690
1670784514.296602,635134402
1670784537.296603,635134402
1670784566.2966051,635090393
1670784576.3348191,581772128
1670784676.3067191,632331000
1670784787.296612,581499100
1670784870.3067219,640400124
1670784894.2966161,640400124
1670784894.3348279,640238991
1670785004.306726,636256495
1670785038.3348341,632276925
1670785163.3067329,632276925
1670785216.3067341,639457343
1670785350.33484,587094669
1670785370.2966249,588515032
1670785478.334841,639413810
1670785509.334842,583940126
1670785531.3067369,633373272
1670785631.3348451,633373272
1670785670.334846,591738392
1670785939.30674,639520350
1670785971.33485,582961624
1670786008.306741,630197001
1670786052.334851,591284554
1670786141.268039,632558409
1670786201.3348539,583940126
1670786391.26804,639520350
1670786423.306746,587094669
1670786498.306747,640259718
1670786510.3348579,580981716
1670786619.3067479,580988303
1670786769.334862,636197877
1670787126.2680531,586639480
1670787289.2966461,588222061
1670787343.3067591,635090393
1670787359.30676,635090393
1670787659.2680621,586215763
1670787853.2966549,636968843
1670787860.2680669,587094669
1670787889.306767,634131519
1670787895.2680681,591166800
1670788068.26807,635361713
1670788091.33489,635361713
1670788258.268075,637751282
1670788297.3348949,638822548
1670788339.2680781,586925577
1670788406.26808,637250768
1670788411.3349,637243733
1670788479.2680809,639520350
1670788483.2680819,636197877
1670788638.334904,582663340
1670788708.3067751,580988303
1670788725.296665,634808244
1670788767.306776,580988303
1670788986.3349121,582033221
1670789023.334913,633668819
1670789133.306783,637250768
1670789152.268091,580988303
1670789170.2680941,580988303
1670789359.3349209,585738412
1670789375.2680969,633076087
1670789520.2680981,630750827
1670789520.2680981,587003543
1670789621.2966681,633076087
1670789638.296669,639577064
1670789856.3349321,588868574
1670790102.2681079,633817877
1670790197.3349359,639587165
1670790304.3067949,636321224
1670790422.268111,584363164
1670790518.2681141,632970170
1670790908.2966831,583268154
1670791140.3068061,584363164
1670791756.296689,637279125
1670792304.3068221,583582034
1670792392.306823,631861195
1670792569.2681379,636728484
1670793331.2967,637328454
1670793941.2967069,588330106
1670794102.2681479,635964273
1670794637.26815,585155144
1670794983.3349791,585693829
1670795845.268157,581466928
1670796473.3068471,587573994
1670798216.268172,640101651
1670798498.3349979,635377239
1670802654.268189,638796795
1670803964.335021,580854260
1670805036.335027,639178169
1670822901.2682149,591751517
1670824994.335083,591751517
1670825442.3068819,591242848
1670825968.3350949,584966865
1670826083.2967441,584966865
1670826430.306891,587896120
1670826534.3068941,587896120
1670826652.3351049,587896120
1670827939.30692,630220689
1670828151.3069251,591751517
1670828271.3351369,631472415
1670828661.296787,635927369
1670828670.335151,585032462
1670828708.3351531,636728484
1670828747.2682819,591346007
1670828761.335155,635927369
1670828764.335156,630029701
1670828905.3069389,637804370
1670828952.296798,585220622
1670829068.268295,633884811
1670829141.3351719,633793223
1670829681.296823,631087464
1670829710.296828,633226300
1670829899.2968359,635047539
1670830167.3352189,630858886
1670830304.26836,591603383
1670830314.2683611,634476577
1670830314.306993,639015454
1670830320.268362,638992228
1670830381.2968619,582390641
1670830410.3069961,637164549
1670830452.3352361,581365281
1670830492.2968719,640302579
1670830580.268369,638507233
1670830637.33525,584981019
1670830681.2683761,640015733
1670830692.335258,591742277
1670830863.307018,591742277
1670830870.296896,635890759
1670830878.2968979,633226300
1670830961.268399,637902426
1670830964.335273,631711913
1670831061.307035,637527457
1670831067.3070359,591159982
1670831138.2684059,585032462
1670831156.2684081,591929842
1670831181.2969191,634022844
1670831242.2969289,634219698
1670831325.2969379,591542854
1670831341.3352971,639300606
1670831352.29694,630935228
1670831422.2969451,630935228
1670831426.3070691,634069548
1670831440.296947,633281446
1670831549.2969589,632045827
1670831572.3070829,638526861
1670831650.296967,637382676
1670831659.26846,638526861
1670831827.307106,638526861
1670831863.3071079,636498863
1670831890.2969971,637123949
1670831895.296998,640320653
1670831984.297008,580616036
1670831984.29701,631069852
1670832038.335355,639847152
1670832046.335357,587294715
1670832048.268497,637748174
1670832063.297014,630614670
1670832074.297015,591303790
1670832102.268502,591680593
1670832103.307133,632520231
1670832130.2970181,634074861
1670832136.29702,634074861
1670832196.307143,580616036
1670832220.3353789,639735537
1670832236.2685189,591303790
1670832236.30715,591470803
1670832305.307157,637863387
1670832355.2970469,639967335
1670832372.26853,640336298
1670832372.335392,639025030
1670832384.2970541,637087276
1670832434.297061,586883073
1670832443.335397,586940424
1670832505.268543,581028483
1670832537.3354139,630306166
1670832538.26855,635786459
1670832552.268554,581338723
1670832599.268564,631681932
1670832687.307199,635573190
1670832688.3072,586967164
1670832716.297091,631845081
1670832722.26858,582228423
1670832733.3072071,640373902
1670832748.307209,633898790
1670832771.335438,633281446
1670832772.2971039,587043555
1670832805.26859,640373902
1670832879.335453,639436315
1670832915.307234,639619687
1670832924.3354609,587573994
1670832960.268615,586747994
1670832962.3072381,635630646
1670832966.307241,586293778
1670832975.268616,635630646
1670832977.3072431,585451622
1670833067.3354859,583001699
1670833078.268631,585864433
1670833101.3354909,584364312
1670833101.3354919,586293778
1670833155.268641,636947766
1670833156.29716,630850332
1670833172.3072691,591303790
1670833195.3355141,633926860
1670833211.3072751,637743603
1670833217.307276,639985983
1670833268.2686591,639847152
1670833285.307291,585864433
1670833303.297188,630268905
1670833317.268667,639985983
1670833361.3355441,632185568
1670833375.297195,639305170
1670833391.268677,591565380
1670833394.2686779,585405359
1670833439.2972021,637487081
1670833471.3355639,638946308
1670833474.297209,588401835
1670833495.335572,637573601
1670833516.2972169,635630646
1670833549.2972231,640161431
1670833556.3355761,640346987
1670833575.3355789,632491132
1670833586.2687061,638362816
1670833596.2972331,638960168
1670833604.2972341,631711913
1670833612.307333,640040555
1670833617.3355839,581366499
1670833637.2687171,639310826
1670833643.2972419,587076819
1670833719.2972519,633090234
1670833744.335603,631146607
1670833753.2972541,638362816
1670833763.26874,636455204
1670833766.307354,584184132
1670833793.2687449,637573601
1670833850.297266,580337450
1670833851.3073609,639882845
1670833888.335618,584372922
1670833907.335623,639499028
1670833907.335623,639499266
1670833927.297281,630235935
1670833931.3356309,633337180
1670833931.3356309,633337236
1670833963.3356409,633853864
1670833964.2687681,636040517
1670834009.2972951,633830169
1670834012.30739,632643011
1670834020.3073909,640167500
1670834036.335655,582928815
1670834038.3356569,637425005
1670834048.3356609,583719822
1670834054.307399,591539095
1670834063.268786,639837044
1670834066.3074009,639731946
1670834119.3356819,637186606
1670834121.2687931,637686028
1670834135.335685,586000303
1670834158.335691,639809387
1670834162.2688129,584223689
1670834162.2688129,639612862
1670834164.3074231,638362816
1670834184.268821,634400634
1670834215.335705,640249148
1670834216.2973361,583585380
1670834217.3074291,639608193
1670834221.3357091,630888916
1670834221.3357091,630888167
1670834304.3074529,630070763
1670834304.3074529,640210571
1670834313.2973621,633709713
1670834323.26885,634652494
1670834350.2688551,631711913
1670834356.268857,637893872
1670834383.307471,638319206
1670834383.307471,638867775
1670834387.2688651,582272614
1670834387.3074729,630243390
1670834389.2688661,632011632
1670834391.2973731,583585380
1670834400.2688711,581151613
1670834416.3074789,639831381
1670834416.3074789,636560134
1670834441.3074861,582876021
1670834456.2688839,638361374
1670834498.335752,591337271
1670834501.297395,639731946
1670834503.335753,638319206
1670834503.335753,638867775
1670834532.3357561,640167500
1670834534.3075089,639731946
1670834544.33576,637686028
1670834554.335763,630369173
1670834582.3357689,637686028
1670834613.2689,631600627
1670834625.335783,638721258
1670834645.2689049,581541478
1670834667.3357921,588035987
1670834671.297425,585397274
1670834705.2689159,640098144
1670834706.3075409,580342119
1670834736.297436,583195620
1670834740.268924,587718481
1670834767.33582,639026304
1670834771.268935,639573830
1670834771.297446,591751517
1670834780.3075521,636277278
1670834806.2689459,640121062
1670834828.268955,584150287
1670834864.3358469,632930844
1670834892.3358519,634645326
1670834916.29748,585941916
1670834954.2974861,586411539
1670834967.297488,635630646
1670835015.297503,637893872
1670835017.2975039,634936946
1670835030.3076029,640168249
1670835039.26901,635298419
1670835060.2690139,586918353
1670835072.3076129,585038370
1670835087.269017,630096061
1670835099.2690179,585397274
1670835113.335901,638113553
1670835117.3076279,635822677
1670835125.269022,638219820
1670835126.2690229,584987494
1670835186.335911,631500954
1670835204.269037,634645326
1670835205.3359189,631711913
1670835233.3359261,587022653
1670835235.335927,633337180
1670835235.335927,633337236
1670835239.3359289,635984951
1670835251.2690489,633102533
1670835253.2975571,591522414
1670835267.2975619,586952604
1670835292.2690589,586883073
1670835299.26906,582774626
1670835320.297574,633644851
1670835332.2975791,639551479
1670835346.3359561,638319206
1670835346.3359561,638867775
1670835354.269073,587655656
1670835382.3359649,584987494
1670835444.2690971,631711913
1670835452.307713,586918353
1670835454.2976029,586155766
1670835506.2976179,584536092
1670835506.2976179,635337801
1670835515.3077221,638797614
1670835527.2976229,632777341
1670835529.3359921,640178644
1670835556.3077331,583981769
1670835572.2976351,585038370
1670835601.3077509,639962540
1670835645.307761,586871873
1670835663.3360209,636565041
1670835685.336025,640116673
1670835693.2976611,640304301
1670835742.2691541,638462825
1670835747.29767,587559952
1670835750.2691579,586376777
1670835764.2691619,640035592
1670835799.269172,585507244
1670835825.3360579,639060667
1670835830.2691841,639348535
1670835841.2691879,640072097
1670835848.3360651,639060667
1670835855.336066,634223219
1670835857.3360691,587559952
1670835860.307801,587109516
1670836026.307847,639518740
1670836043.29773,639876552
1670836060.3361189,631914381
1670836067.2692461,580837572
1670836067.2692461,637026474
1670836092.2692511,636873447
1670836096.2692521,639723343
1670836101.29774,591521427
1670836107.2692561,582295994
1670836111.307863,587711208
1670836115.2977431,581291144
1670836115.2977431,639669177
1670836116.3361311,631146607
1670836119.3361349,638865927
1670836121.3361361,591312498
1670836123.297744,631146607
1670836136.336143,585516120
1670836147.2977509,639098089
1670836153.3078711,584252851
1670836161.2692709,639518740
1670836173.2977581,633211915
1670836173.2977581,633270414
1670836193.3361521,638158598
1670836198.307884,639060667
1670836213.2977719,634223219
1670836227.2977791,582295994
1670836239.297781,581068054
1670836242.2977819,582295994
1670836243.336165,631530053
1670836263.2977879,581863037
1670836270.297792,586581268
1670836270.297792,639752337
1670836272.2977941,580837572
1670836272.2977941,637026474
1670836300.336174,587996206
1670836310.3361771,639920610
1670836334.2978139,639662121
1670836334.307915,587306034
1670836343.3361859,636873447
1670836347.307919,581758268
1670836376.3079281,587996206
1670836385.269347,638865927
1670836429.269362,640066252
1670836442.33621,633503241
1670836447.3362119,591597895
1670836451.3079469,587711208
1670836479.297843,640123834
1670836496.2978461,639681707
1670836499.3362279,640123834
1670836500.269383,634223219
1670836508.3079569,638158598
1670836525.297858,638993684
1670836538.307965,584437189
1670836545.2978649,580435800
1670836598.3362529,640123834
1670836606.336257,632114770
1670836610.307981,633538822
1670836665.336273,630693021
1670836678.26942,639034788
1670836709.2978971,634710412
1670836729.33629,634223219
1670836730.336292,633900855
1670836758.3362989,633216997
1670836767.336302,583879485
1670836774.3363049,639335557
1670836822.3363249,588606102
1670836825.2694509,587559952
1670836836.3363309,639855650
1670836838.2979381,586674823
1670836842.269455,587248004
1670836875.269464,630400169
1670836882.3080389,633900855
1670836894.2979529,634223219
1670836903.2694731,632768913
1670836911.308048,584359405
1670836923.3080521,639034788
1670836925.2694781,640287277
1670836931.308054,638572438
1670836938.269479,640084795
1670836956.269486,584359405
1670836976.269491,639034788
1670836976.3080709,630029701
1670836980.3363709,583589020
1670836981.2694931,636822501
1670836985.3080759,584955252
1670836997.308079,640065517
1670837018.2979741,640170797
1670837072.269526,639178169
1670837076.297986,635630646
1670837080.2695279,640066252
1670837082.2695291,639724141
1670837107.2695391,583589020
1670837137.297996,580943552
1670837160.297998,639678641
1670837174.3364079,638181537
1670837191.2980039,630512624
1670837194.3081231,584296636
1670837210.2695711,631912883
1670837231.3081341,586739965
1670837231.3081341,633589250
1670837231.308135,638611477
1670837262.336431,639912511
1670837278.3081441,634710412
1670837281.308146,636161771
1670837292.336436,639678641
1670837299.3364379,640105991
1670837300.2696021,637244881
1670837300.269603,588431760
1670837301.3081529,634206944
1670837306.3364389,637766472
1670837333.298039,640206364
1670837333.336448,586048407
1670837353.2696149,633574802
1670837356.298044,636988940
1670837368.269618,580837572
1670837368.269618,637026474
1670837389.3364661,585157041
1670837398.298058,639708216
1670837407.2696249,638738002
1670837411.298063,630865529
1670837411.298064,640287277
1670837418.2696271,633720388
1670837435.29807,632517816
1670837437.269635,630441063
1670837446.336477,639571681
1670837460.2980809,632114770
1670837469.298084,586862332
1670837479.336483,638398684
1670837481.308202,591200806
1670837508.2981009,586862332
1670837512.3082111,636604311
1670837527.298104,631427384
1670837531.308218,639678424
1670837537.336494,587153980
1670837545.3365009,632413929
1670837559.2981119,639362577
1670837559.3082249,591751517
1670837559.3365021,630096061
1670837609.298135,588659414
1670837613.2981369,586037319
1670837626.3082421,630243390
1670837628.269685,632413929
1670837664.3082521,586584621
1670837671.336535,636186334
1670837674.308254,640100916
1670837690.3365409,640098144
1670837712.308264,630688408
1670837737.269712,633134061
1670837752.3365591,639646364
1670837764.308275,632918188
1670837767.2697179,587153980
1670837778.3082819,638126559
1670837794.269726,636453125
1670837811.3082891,638416275
1670837815.269733,586581268
1670837815.269733,639752337
1670837825.3082941,639281895
1670837837.2697389,634657450
1670837854.3083019,586581268
1670837854.3083019,639752337
1670837867.3083069,636151103
1670837871.269752,640092362
1670837887.2697589,638611477
1670837909.2982,640353000
1670837911.336617,632768913
1670837917.298203,630861770
1670837917.298203,633489752
1670837922.26977,640084795
1670837966.3083279,638530452
1670837985.3083341,640084795
1670837988.336637,632280404
1670838013.3083429,639359385
1670838019.2697959,639790340
1670838024.33665,640100916
1670838042.2982321,630441063
1670838060.308357,630825454
1670838069.336663,632918188
1670838077.3366661,586037319
1670838094.3366721,631711913
1670838117.3366821,640289811
1670838118.336684,585501392
1670838123.30837,637273805
1670838124.2982619,637573601
1670838164.30838,631562561
1670838170.336705,582099693
1670838174.2982709,636753033
1670838187.298275,632149931
1670838194.2982759,640178644
1670838195.3083889,583754528
1670838220.336719,580442037
1670838228.33672,637186606
1670838238.3084,637577703
1670838257.336726,639731834
1670838270.3084071,638611477
1670838276.2698569,639560481
1670838280.26986,632393426
1670838302.3084159,631793393
1670838310.30842,639486498
1670838315.3084221,586757290
1670838357.3084359,632054948
1670838375.3084409,639217740
1670838383.26988,584129434
1670838400.269882,633574802
1670838403.2698829,584129434
1670838408.3367541,637668185
1670838417.3084581,639863840
1670838424.269886,639089136
1670838425.269887,637244881
1670838436.2698891,640158253
1670838438.26989,639668995
1670838440.269891,585501392
1670838443.336766,633380202
1670838467.3084669,639790340
1670838473.2699,638884862
1670838490.3367829,583374414
1670838491.3084769,633574802
1670838503.3084829,630512624
1670838520.2699151,630879214
1670838533.3084879,640248987
1670838538.2699211,632206589
1670838555.2699251,636753033
1670838564.3368,632528085
1670838564.3368011,588396473
1670838566.2983861,587821633
1670838568.269932,639499497
1670838578.298388,635498458
1670838587.308501,639037035
1670838600.3085051,640084795
1670838609.336817,637407148
1670838654.3085141,639499497
1670838654.3368371,588650986
1670838661.2699649,633134061
1670838664.3368411,637268387
1670838672.2984209,640325266
1670838673.3085189,634659704
1670838684.336848,638967735
1670838690.2699709,631970346
1670838698.3368509,639037035
1670838705.3085279,635498458
1670838705.3368549,634678296
1670838710.26998,633227854
1670838725.29844,639019486
1670838760.2699921,639022895
1670838773.3368721,631216950
1670838777.2984519,639628052
1670838787.3368771,591407908
1670838809.270004,633828272
1670838836.3368959,639678424
1670838837.3368969,632551598
1670838850.298476,638141280
1670838859.2700191,632280404
1670838865.336905,638944586
1670838918.2700319,633853682
1670838957.33693,632030350
1670838976.3085871,640095246
1670839015.298501,634695453
1670839015.298502,586846505
1670839017.2985041,638530452
1670839021.2985051,640169236
1670839030.270051,580342063
1670839064.336956,638710233
1670839067.2985179,639037035
1670839069.29852,630522963
1670839071.33696,585668125
1670839074.2700579,637273805
1670839075.298522,584129434
1670839079.2700591,581119154
1670839087.298526,586220390
1670839094.270062,630935228
1670839107.2985339,586846505
1670839115.2985361,637518329
1670839123.27007,640158253
1670839136.2700789,635498458
1670839138.2985389,631591492
1670839138.2985389,584929044
1670839141.3086381,633764628
1670839147.29854,632280404
1670839171.2985449,640254419
1670839186.298552,639960349
1670839196.298557,630861770
1670839196.298557,633489752
1670839215.270103,637505974
1670839245.2985721,632206589
1670839277.33701,584223689
1670839277.33701,639612862
1670839281.2985871,638565046
1670839307.337018,639960349
1670839317.2985981,639658838
1670839324.2986009,633134061
1670839341.3086879,639040969
1670839349.2701311,639727277
1670839356.337034,637972069
1670839416.2701459,636399351
1670839435.2986269,591538115
1670839440.337059,638925749
1670839446.2701559,639447179
1670839446.2701559,638499729
1670839462.27016,639691759
1670839484.33707,637057988
1670839486.298641,633922814
1670839498.2701659,587643168
1670839541.2986541,582349992
1670839543.298655,586795055
1670839547.3087471,637963228
1670839556.337086,591937990
1670839562.3370869,585871244
1670839565.3370881,635310256
1670839569.2986629,639112404
1670839589.337096,637577703
1670839603.3370969,631740613
1670839611.270195,591751517
1670839616.308768,632206589
1670839672.29869,640017287
1670839676.3087809,640225257
1670839700.337121,639298296
1670839708.3087871,640098144
1670839711.2987,637057988
1670839713.298703,632288720
1670839726.27023,587647508
1670839730.298707,633227854
1670839738.337136,639658838
1670839745.298712,639562217
1670839754.3087969,639504187
1670839757.298717,638158724
1670839762.2702351,640208149
1670839767.298723,588430486
1670839776.3088019,638501696
1670839854.3088119,639562217
1670839867.3088191,640105130
1670839870.3371689,591538115
1670839888.308825,632838549
1670839891.308826,639420327
1670839897.2702751,639054941
1670839902.337173,638420734
1670839913.3371789,584129434
1670839920.298764,586146862
1670839922.308836,639741011
1670839923.2987659,591461213
